dataset,instancia,negocios,C,archivo
tolerancia-alta,T-B-975,975,245471,..\instances\tolerancia-alta\T-B-975.txt
tolerancia-alta,T-B-976,976,246766,..\instances\tolerancia-alta\T-B-976.txt
tolerancia-alta,T-B-977,977,242653,..\instances\tolerancia-alta\T-B-977.txt
tolerancia-alta,T-B-978,978,247135,..\instances\tolerancia-alta\T-B-978.txt
tolerancia-alta,T-B-979,979,247856,..\instances\tolerancia-alta\T-B-979.txt
tolerancia-alta,T-B-980,980,238739,..\instances\tolerancia-alta\T-B-980.txt
tolerancia-alta,T-B-981,981,244074,..\instances\tolerancia-alta\T-B-981.txt
tolerancia-alta,T-B-982,982,245601,..\instances\tolerancia-alta\T-B-982.txt
tolerancia-alta,T-B-983,983,248017,..\instances\tolerancia-alta\T-B-983.txt
tolerancia-alta,T-B-984,984,248686,..\instances\tolerancia-alta\T-B-984.txt
tolerancia-alta,T-B-985,985,248713,..\instances\tolerancia-alta\T-B-985.txt
tolerancia-alta,T-B-986,986,242317,..\instances\tolerancia-alta\T-B-986.txt
tolerancia-alta,T-B-987,987,253440,..\instances\tolerancia-alta\T-B-987.txt
tolerancia-alta,T-B-988,988,252066,..\instances\tolerancia-alta\T-B-988.txt
tolerancia-alta,T-B-989,989,244350,..\instances\tolerancia-alta\T-B-989.txt
tolerancia-alta,T-B-990,990,247214,..\instances\tolerancia-alta\T-B-990.txt
tolerancia-alta,T-B-991,991,249211,..\instances\tolerancia-alta\T-B-991.txt
tolerancia-alta,T-B-992,992,241141,..\instances\tolerancia-alta\T-B-992.txt
tolerancia-alta,T-B-993,993,243779,..\instances\tolerancia-alta\T-B-993.txt
tolerancia-alta,T-B-994,994,250619,..\instances\tolerancia-alta\T-B-994.txt
tolerancia-alta,T-B-995,995,251916,..\instances\tolerancia-alta\T-B-995.txt
tolerancia-alta,T-B-996,996,248691,..\instances\tolerancia-alta\T-B-996.txt
tolerancia-alta,T-B-997,997,247581,..\instances\tolerancia-alta\T-B-997.txt
tolerancia-alta,T-B-998,998,253985,..\instances\tolerancia-alta\T-B-998.txt
tolerancia-alta,T-B-999,999,248695,..\instances\tolerancia-alta\T-B-999.txt
tolerancia-alta,T-B-1000,1000,252462,..\instances\tolerancia-alta\T-B-1000.txt
